progetto,proponente,procedura,info,doc,link_info,link_doc,stato_procedura,id,scadenza_osservazioni,avvio_istanza,province,comuni,regioni,tipologia
Progetto di decomissioning della piattaforma denominata PC 73 e delle infrastrutture connesse,ENI S.p.A.,Valutazione preliminare,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/8527,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/8527/12585,Non necessita di ulteriori valutazioni ambientali,12585,,2022-03-29,Ravenna,Ravenna,Emilia Romagna,Opere stradali
Realizzazione di un sistema di accumulo termico all'interno della Centrale termica di integrazione e riserva di Via Sardegna. 10 a Reggio Emilia.,Iren Energia S.p.A.,Verifica di Assoggettabilità a VIA,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/8500,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/8500/12546,Conclusa,12546,2022-06-18,2022-03-28,Reggio Emilia,Reggio Emilia,Emilia Romagna,Centrali
Progetto di un nuovo impianto agrovoltaico. denominato Palermo. della potenza nominale pari a 19.89 MW. e relative opere di connessione alla rete. da realizzarsi nei Comuni di Sant'Arcangelo (PZ). Colobraro (MT). Montemilone (PZ) e Venosa (PZ).,Ambra Solare 38 S.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/8627,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/8627/12716,Istruttoria tecnica CTPNRR-PNIEC,12716,2023-03-16,2022-03-28,Potenza,Sant,Basilicata,Fotovoltaici
Progetto di costruzione ed esercizio di un impianto di produzione di energia elettrica da fonte eolica costituito da 7 aerogeneratori della potenza unitaria di 4.7 MW per una potenza nominale pari a 32.9 MW. denominato Serra Avena da realizzarsi nei comuni di Ferrandina e Salandra (MT) e delle relative opere ed infrastrutture connesse da realizzarsi nei comuni di Ferrandina. Salandra. San Mauro Forte e di Garaguso (MT).,BEL TEAM S.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/8535,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/8535/12594,Istruttoria tecnica CTPNRR-PNIEC,12594,2023-11-03,2022-03-28,Matera,"Ferrandina, San Mauro Forte, Salandra, Garaguso",Basilicata,Impianti eolici onshore
Progetto di un impianto agrifotovoltaico della potenza pari a 30.38 MW e delle relative opere di connessione alla RTN. da realizzarsi nel Comune di Palo del Colle (BA). e di un impianto di produzione e distribuzione di idrogeno nel Comune di Grumo Appula (BA).,Banzi Solare Società Agricola a Responsabilità Limitata,Provvedimento Unico in materia Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/8573,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/8573/12641,Istruttoria tecnica CTPNRR-PNIEC,12641,2024-03-07,2022-03-25,Bari,"Grumo Appula, Palo del Colle",Puglia,Fotovoltaici
Valutazione preliminare ai sensi dell'art.6. comma 9 del D.Lgs. 152/2006 relativa al progetto per l'ampliamento della banchina del porto di Sottomonastero. per la vendita del pescato fresco e zona di alaggio e varo dell'Isola di Lipari.,Comune di Lipari,Valutazione preliminare,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/8487,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/8487/12532,Necessita di ulteriori valutazioni ambientali,12532,,2022-03-25,Messina,Lipari,Sicilia,Opere portuali e vie navigabili
Progetto di un impianto fotovoltaico della potenza pari a 12.45 MW e delle relative opere di connessione alla RTN. da realizzarsi nel Comune di Corleo Perticara (PZ). in località Acqua di Maggio e dello stallo di trasformazione consegna e distribuzione nel comune di Guardia Perticara (PZ).,Opale New Energy S.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/8562,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/8562/12627,Istruttoria tecnica CTPNRR-PNIEC,12627,2022-12-29,2022-03-25,Potenza,"Guardia Perticara, Corleto Perticara",Basilicata,Fotovoltaici
Variante del Progetto di un impianto eolico. denominato Parco Eolico Campomarino. composto da n. 5 aerogeneratori. per una potenza complessiva di 32.5 MW. da realizzarsi nel Comune di Campomarino (CB) e relative opere di connessione alla RTN. da realizzarsi nel Comune di Portocannone (CB).,Re Plus S.r.l.,Valutazione Impatto Ambientale (ex PUA),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/8982,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/8982/13236,Istruttoria tecnica CTPNRR-PNIEC,13236,2023-04-27,2022-03-25,Campobasso,"Campomarino, Portocannone",Molise,Impianti eolici onshore
Progetto di un impianto fotovoltaico della potenza pari a 12.70 MW e delle relative opere di connessione alla RTN. denominato Vittoria 1-2 da realizzarsi nel Comune di Vittoria (RG).,Solaer Clean Energy 16 S.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/8565,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/8565/12630,Conclusa,12630,2022-10-28,2022-03-25,Ragusa,Vittoria,Sicilia,Fotovoltaici
Progetto di un impianto Agrofotovoltaico. denominato Giumenta. della potenza pari a 116 MW e delle relative opere di connessione alla RTN. da realizzarsi nel Comune di Ramacca (CT).,9PIU'ENERGIA S.R.L.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/8979,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/8979/13226,Conclusa,13226,2023-06-14,2022-03-24,Catania,Ramacca,Sicilia,Fotovoltaici
Progetto di un impianto agrovoltaico. denominato Albospino. della potenza pari a 51.89 MW e delle relative opere di connessione alla RTN. da realizzarsi nel Comune di Ramacca (CT). in località Contrada Albospino.,Fri-el Solar S.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/9003,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/9003/13261,Istruttoria tecnica CTPNRR-PNIEC,13261,2023-05-23,2022-03-24,Catania,Ramacca,Sicilia,Fotovoltaici
CA22 Tronco Villanova-Lanusei-Tortolì Lotto Bivio Villagrande - Svincolo di Arzana dal km 51+100.00 della S.S. 389 VAR al km 177+930.00 della S.S. 389.,ANAS S.p.A.,Valutazione Impatto Ambientale,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/8484,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/8484/12527,Istruttoria tecnica CTVIA,12527,2022-07-27,2022-03-23,Ogliastra,"Arzana, Villagrande Strisaili",Sardegna,Opere stradali
Adeguamento delle strutture della Raffineria di Taranto per la movimentazione del greggio Tempa Rossa - Adeguamento pontile petroli.,ENI S.p.A.,Verifica di Ottemperanza,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/7461,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/7461/12566,Conclusa,12566,,2022-03-23,Taranto,Taranto,Puglia,Raffinerie
Progetto di un impianto fotovoltaico. denominato Green and Blue Mesu Seruci. della potenza pari a 33.61 MW e delle relative opere di connessione alla RTN. da realizzarsi nel Comune di Gonnesa (SU). in località Seruci e nel Comune di Carbonia (SU) in località Mesu Pranu.,SF Lidia S.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/8945,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/8945/13177,Istruttoria tecnica CTPNRR-PNIEC,13177,2022-11-18,2022-03-23,Sud Sardegna,"Gonnesa, Carbonia",Sardegna,Fotovoltaici
Progetto di un impianto fotovoltaico ad inseguimento solare monoassiale denominato RIPA D'API. di potenza complessiva pari a 19.993.87 kWp e potenza in immissione di 19.998.02 kW. e piano agronomico per l'utilizzo a scopi agricoli dell'area. da realizzarsi nel Comune di Genzano di Lucania (PZ). con opere di connessione alla RTN ricadenti anche nel Comune di Oppido Lucano (PZ). Codice pratica MYTERNA n. 201901568.,Solar Energy Nove S.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/8657,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/8657/12747,Istruttoria tecnica CTPNRR-PNIEC,12747,2024-02-23,2022-03-23,Potenza,Genzano di Lucania,Basilicata,Fotovoltaici
S.S. n° 309 Romea Lavori di realizzazione dell'intersezione a rotatoria in Comune di Porto Viro al km 69+080,Anas S.p.A. - Compartimento della Viabilità per il Veneto,Valutazione preliminare,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/8485,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/8485/12528,Non necessita di ulteriori valutazioni ambientali,12528,,2022-03-22,Rovigo,Porto Viro,Veneto,Opere stradali
Progetto per la realizzazione di un impianto fotovoltaico di potenza nominale pari a 16.455 MWp in agro di Grottole (MT) all'interno dell'area SIN VALBASENTO e delle relative opere di connessione,EEC Solar 3 S.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/8594,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/8594/12669,Istruttoria tecnica CTPNRR-PNIEC,12669,2023-11-14,2022-03-21,Matera,Grottole,Basilicata,Fotovoltaici
Progetto di un impianto Agrovoltaico. denominato Ciminna. della potenza pari a 57.52 MW con sistema di accumulo da 10 MW e delle relative opere di connessione alla RTN. da realizzarsi nei Comuni di Villafrati. Mezzojuso e Ciminna (PA).,Fri-el Sun S.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/8551,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/8551/12616,Istruttoria tecnica CTPNRR-PNIEC,12616,2023-05-11,2022-03-21,Palermo,"Mezzojuso, Villafrati, Cimina",Sicilia,Fotovoltaici
Progetto di un impianto agrivoltaico Villacidro 3. della potenza pari a 51.3 MW e delle relative opere di connessione alla RTN. da realizzarsi nei Comuni di Villacidro (SU). San Gavino Monreale (SU). Sanluri (SU). Serramanna (VS) e Villasor (VS).,Green Energy Sardegna 2 S.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/9004,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/9004/13262,Istruttoria tecnica CTPNRR-PNIEC,13262,2023-12-07,2022-03-21,Cagliari,"San Gavino Monreale, Serramanna, Sanluri, Villacidro, Villasor",Sardegna,Fotovoltaici
Progetto realizzazione di un impianto fotovoltaico denominato Sardinia Agrivolt della potenza di 99.792 MW in comune di Uta (CA) località Su Coddu de sa Feurra.,IPC AGRIVOLT S.R.L.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/8607,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/8607/12686,Conclusa,12686,2023-06-09,2022-03-21,Cagliari,"Sardara, Uta",Sardegna,Fotovoltaici
Progetto di un impianto agro-fotovoltaico. denominato Scicli. della potenza pari a 40.012 MW. e delle relative opere di connessione alla RTN. localizzato nel comune di Ispica (RG). Rosolino (SR) e Noto (SR).,LIMES 13 S.R.L.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/8760,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/8760/12894,Istruttoria tecnica CTPNRR-PNIEC,12894,2023-05-30,2022-03-21,Ragusa,"Noto, Rosolini, Ispica",Sicilia,Fotovoltaici
Progetto per la realizzazione di un impianto agrovoltaico connesso alla rete di trasmissione nazionale (RTN) della potenza di 51.08 MW nei comuni di Montenero di Bisaccia (CB) e Mafalda (CB).,NEW SOLAR 2 S.R.L.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/9049,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/9049/13314,Istruttoria tecnica CTPNRR-PNIEC,13314,2022-11-25,2022-03-21,Campobasso,"Mafalda, Montenero di Bisaccia",Molise,Fotovoltaici
Progetto ampliamento di concessione idraulica esistente n.W99_000268 per prosecuzione banchine di attracco in riva sinistra canale Bondante di Sotto.,ROMANO S.A.S. DI BERTI SILVIO & C.,Verifica di Assoggettabilità a VIA,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/8495,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/8495/12539,Conclusa,12539,,2022-03-21,Venezia,Mira,Veneto,Opere portuali e vie navigabili
Progetto di un impianto eolico denominato Onanie composto da n. 6 aerogeneratori della potenza di 5.6 MW ciascuna. per una potenza nominale complessiva di 33.6 MW e di tutte le opere accessorie. nel terriotrio di Onanì (NU). Bitti (NU). Buddusò (SS),Sardeolica S.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/8592,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/8592/12667,-,12667,,2022-03-21,Sassari,"Bitti, Onani",Sardegna,Impianti eolici onshore
Progetto per realizzazione di un impianto eolico. denominato Celone. composto da n. 18 aerogeneratori di potenza nominale pari a 6.2 MW. per una potenza complessiva di 111.6 MW. e delle relative opere di connessione alla RTN. da realizzarsi nei territori comunali di Foggia (FG). Lucera (FG) e Troia (FG).,SKI 05 S.r.l,Provvedimento Unico in materia Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/8546,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/8546/12611,Istruttoria tecnica CTPNRR-PNIEC,12611,2024-02-14,2022-03-21,Foggia,"Lucera, Troia",Puglia,Impianti eolici onshore
Progetto di un impianto agrivoltaico. denominato CER01 ubicato nel Comune di Cerignola (FG) avente potenza di 44.718 MWP e relative opere di connessione alla rete elettrica a RTN.,Sole Verde s.a.s.della Praetorian srl,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/8591,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/8591/12666,"Parere CTVIA emesso, in attesa parere MIBACT",12666,2022-12-30,2022-03-21,Foggia,Cerignola,Puglia,Fotovoltaici
Progetto di un impianto Agrofotovoltaico. denominato Verticchio. della potenza pari a 63.63 MW e delle relative opere di connessione alla RTN. da realizzarsi nel Comune di Rotello (CB).,SONNEDIX SANTA CHIARA S.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/8560,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/8560/12625,Istruttoria tecnica CTPNRR-PNIEC,12625,2023-06-10,2022-03-21,Campobasso,"Rotello, Molise",Molise,Opere stradali
Rifacimento degli elettrodotti 150 kV Matera-Grottole. Grottole-Salandra cd Salandra FS e Salandra-San Mauro Forte (dal portale in Salandra al palo n. 192) nei Comuni di Matera. Grottole e Salandra. Richiesta proroga termine di validità del Giudizio favorevole di Compatibilità Ambientale DGR n. 268 del 12/03/2013 e Valutazione di Incidenza.,Terna Rete Italia S.p.A.,Valutazione Impatto Ambientale,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/7828,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/7828/13202,Conclusa,13202,,2022-03-21,Matera,"Grottole, Salandra, Matera",Basilicata,Elettrodotti
Porto di Palermo - lavori di completamento per la messa in sicurezza del bacino di carenaggio 150.000 tpl - 1° lotto funzionale,Autorità di sistema Portuale del Mare di Sicilia Occidentale,Verifica di Assoggettabilità a VIA,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/8502,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/8502/12548,Conclusa,12548,2022-10-02,2022-03-18,Palermo,Palermo,Sicilia,Opere portuali e vie navigabili
Progetto di un impianto fotovoltaico della potenza pari a 27.07 MW e delle relative opere di connessione alla RTN. da realizzarsi nel Comune di Santa Giusta (OR). in località Cirras.,CCEN Santa Giusta S.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/8553,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/8553/12618,Istruttoria tecnica CTPNRR-PNIEC,12618,2022-11-03,2022-03-18,Oristano,"Santa Giusta, Oristano",Sardegna,Fotovoltaici
Progetto di decomissioning della piattaforma denominata Azalea A e delle infrastrutture connesse.,ENI S.p.A.,Valutazione preliminare,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/8528,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/8528/12586,Non necessita di ulteriori valutazioni ambientali,12586,,2022-03-18,Rimini,Rimini,Emilia Romagna,Ricerca idrocarburi
Realizzazione di un nuovo impianto di produzione di alcol isopropilico (IPA) e dei relativi ancillari e di un nuovo impianto di riciclo di Polistirene,Versalis S.p.A. Stabilimento di Porto Marghera,Verifica di Assoggettabilità a VIA,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/8661,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/8661/12752,Conclusa,12752,2022-12-04,2022-03-18,Venezia,Venezia,Veneto,Centrali
Progetto per la realizzazione di un parco eolico offshore di tipo floating. di 33 aerogeneratori di potenza nominale di 15.0 MW cadauno per una potenza nominale complessiva totale installata pari a 495 MW. nel Mar Ionio Settentrionale. antistante la costa orientale della Calabria. a sud-est di Capo Rizzuto,Repower Renewable S.p.A.,Definizione contenuti SIA (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/8498,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/8498/12543,Conclusa,12543,,2022-03-17,Crotone,Crotone,Calabria,Impianti eolici onshore
Progetto per la realizzazione di un parco eolico offshore di tipo floating.offshore di 33 aerogeneratori di potenza nominale di 15.0 MW cadauno per una potenza nominale complessiva totale installata pari a 495 MW nel Mar Ionio Meridionale. antistante la costa orientale della Sicilia,Repower Renewable S.p.A.,Definizione contenuti SIA (Scoping),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/8499,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/8499/12544,Conclusa,12544,,2022-03-17,Catania,Catania,Sicilia,Impianti eolici onshore
Progetto di impianto agrivoltaico della potenza di picco pari a 40.926 MWp. sito nel comune di Viterbo. Bagnoregio e Celleno (VT) e delle relative opere di connessione alla RTN.,Alter Uno S.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/8609,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/8609/12688,Procedimento in corso presso la Presidenza del Consiglio dei Ministri,12688,2022-10-07,2022-03-17,Viterbo,"Viterbo, Celleno, Bagnoregio",Lazio,Fotovoltaici
Ampliamento aviosuperficie Franca,B&B Invesments,Valutazione Impatto Ambientale,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/8476,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/8476/12516,"Parere CTVIA emesso, in attesa parere MIBACT",12516,2023-03-01,2022-03-17,Crotone,Cotronei,Calabria,Aeroporti
Progetto per la realizzazione di un parco eolico offshore di tipo floating di 33 aerogeneratori di potenza nominale di 15.0 MW cadauno per una potenza nominale complessiva totale installata pari a 495 MW nel Canale di Sardegna. nel Canale di Sardegna. antistante la costa sud occidentale della Sardegna.,Repower Renewable S.p.A.,Definizione contenuti SIA (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/8702,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/8702/12804,Conclusa,12804,,2022-03-17,Cagliari,Sarroch,Sardegna,Impianti eolici offshore
Progetto per la realizzazione di un impianto agrovoltaico di potenza nominale di 23.49 MW denominato Fruttidoro da ubicarsi nel territorio del comune di Mesagne (BR) e relative opere di connessione anche nel comune di Latiano (BR).,Sonnedix Santa Caterina S.r.l.,Provvedimento Unico in materia Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/8626,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/8626/12715,Istruttoria tecnica CTPNRR-PNIEC,12715,2023-04-21,2022-03-17,Brindisi,"Mesagne, Latiano",Puglia,Fotovoltaici
Impianto agrovoltaico di potenza di picco pari a 29962.66 kWp. ubicato in località MASS.a LIBERTUCCI e MASS.a BOLELLA rispettivamente nei comuni di URURI (CB) e ROTELLO (CB,SR PROJECT 5 SRL,Provvedimento Unico in materia Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/8600,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/8600/12678,Istruttoria tecnica CTPNRR-PNIEC,12678,2023-05-08,2022-03-17,Campobasso,"Rotello, Ururi, Molise",Molise,Fotovoltaici
Progetto di un impianto fotovoltaico della potenza pari a 25.99 MW e delle relative opere di connessione alla RTN. sito nel Comune di Ascoli Satriano (FG). in località Zambaglione.,Ascoli Satriano 2 PV S.r.l.,Valutazione Impatto Ambientale (ex PUA),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/8663,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/8663/12755,Istruttoria tecnica CTPNRR-PNIEC,12755,2023-06-13,2022-03-16,Foggia,Ascoli Satriano,Puglia,Fotovoltaici
Lavori di prolungamento dei moli foranei del porto di Barletta,"Autorità di Sistema Portuale del Mare Adriatico Meridionale - Bari, Brindisi, Manfredonia, Barletta, Monopoli",Verifica di Assoggettabilità a VIA,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/8463,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/8463/12486,Conclusa,12486,2022-06-05,2022-03-16,Barletta,Barletta,Puglia,Opere portuali e vie navigabili
Progetto per la realizzazione di un impianto eolico della potenza di 29.40 MW da installarsi nel Comune di San Marco dei Cavoti (BN) località Ielardi. Macchioni. Montagna. Riccetto e Franzese con relative opere e infrastrutture elettriche che consentiranno l'immissione in rete dell'energia prodotta alla sottostazione di trasformazione 150KV/30KV che sarà realizzata in località Franzese nello stesso comune di San Marco dei Cavoti (BN).,ECOENERGIA S.R.L.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/8869,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/8869/13045,Istruttoria tecnica CTPNRR-PNIEC,13045,2023-02-11,2022-03-16,Benevento,San Marco dei Cavoti,Campania,Impianti eolici onshore
Progetto di un impianto fotovoltaico denominato La Cava. di potenza nominale pari a a 19.64 MW e potenza di immissione pari a 16.20 MW e delle relative opere di connessione alla RTN. sito nel comune di Belpasso (CT).,FEBE RINNOVABILI S.R.L.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/8645,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/8645/12734,Istruttoria tecnica CTPNRR-PNIEC,12734,2023-05-04,2022-03-16,Catania,Belpasso,Sicilia,Fotovoltaici
Progetto di un impianto fotovoltaico. denominato Montenero di Bisaccia 19.5. della potenza pari a 19.545 MW e delle relative opere di connessione alla RTN. da realizzarsi nel territorio della Provincia di Campobasso. nei Comuni di Montenero di Bisaccia. Guglionesi. Montecilfone e Palata.,Green Venture Montenero S.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/8555,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/8555/12620,Procedimento in corso presso la Presidenza del Consiglio dei Ministri,12620,2023-06-02,2022-03-16,Campobasso,"Montecilfone, Palata, Molise, Guglionesi, Montenero di Bisaccia",Molise,Fotovoltaici
Progetto di un impianto agrivoltaico della potenza pari a 29 MW e delle relative opere di connessione alla RTN. da realizzarsi nel Comune di Bessude (SS). in località Monte Cheia.,TEP RENEWABLES (Bessude PV) S.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/8569,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/8569/12635,Istruttoria tecnica CTPNRR-PNIEC,12635,2022-11-17,2022-03-16,Sassari,Bessude,Sardegna,Fotovoltaici
Progetto per la realizzazione di un Parco eolico offshore di tipo floating al largo delle coste di Civitavecchia. composto da 27 turbine ciascuna della potenza nominale di 10 MW. per complessivi 270 MW.,TYRRHENIAN WIND ENERGY S.R.L.,Definizione contenuti SIA (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/8477,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/8477/12518,Conclusa,12518,,2022-03-16,Roma,Civitavecchia,Lazio,Impianti eolici offshore
Progetto di un impianto di produzione di energia elettrica da fonte eolica denominato Parco Eolico Petra Bianca della potenza complessiva 84 MW. sito nei comuni di Luras. Tempio Pausania. Calangianus e Aggius. in provincia del Nord-est Sardegna. costituito da 14 aerogeneratori e dalle relative opere civili ed elettriche,VGE 04 S.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/8833,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/8833/12985,Istruttoria tecnica CTPNRR-PNIEC,12985,2023-01-11,2022-03-16,Sassari,"Calangianus, Aggius, Tempio Pausania, Luras",Sardegna,Impianti eolici onshore
Progetto di un impianto agrovoltaico della potenza pari a 52.398 MW e delle relative opere di connessione alla RTN. da realizzarsi nel Comune di San Marco in Lamis (FG). in località Posta D'Innanzi.,Development S.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/8744,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/8744/12870,Istruttoria tecnica CTPNRR-PNIEC,12870,2023-02-08,2022-03-15,Foggia,San Marco in Lamis,Puglia,Fotovoltaici
Centrale di San Filippo del Mela - Progetto definitivo per l'installazione di un nuovo ciclo combinato a gas,A2A Energiefuture S.p.A.,Verifica di Ottemperanza,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/7291,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/7291/12517,Conclusa,12517,,2022-03-15,Messina,San Filippo del Mela,Sicilia,Centrali
Svincolo di Scandicci: allacciamento A1 - S.G.C. Firenze-Pisa-Livorno - Viabilità urbana.,Autostrade per l'Italia S.p.A.,Verifica di Assoggettabilità a VIA,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/8464,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/8464/12489,Istruttoria tecnica CTVIA,12489,2022-04-21,2022-03-15,Firenze,"Scandicci, Firenze",Toscana,Opere stradali
