progetto,proponente,procedura,info,doc,link_info,link_doc,stato_procedura,id,scadenza_osservazioni,avvio_istanza,province,comuni,regioni,tipologia
Permesso di Ricerca Mineraria per Ag. Au. Bi. Cu. Mg. Pb. Sb. Zn PIETRA nel Comune di Gavorrano (GR),Società WESTERN METALLICA S.L.,Verifica di Assoggettabilità a VIA,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/9942,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/9942/14648,Conclusa,14648,2023-07-27,2023-06-22,Grosseto,Gavorrano,Toscana,Attività minerarie
Permesso di Ricerca Mineraria per Ag. Au. Bi. Cu. Mg. Pb. Sb. Zn ZANCA nel Comune di Massa Marittima (GR),Società WESTERN METALLICA S.L.,Verifica di Assoggettabilità a VIA,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/9944,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/9944/14650,Conclusa,14650,2023-07-27,2023-06-22,Grosseto,Massa Marittima,Toscana,Attività minerarie
Progetto per la realizzazione di un impianto per la produzione di energia elettrica da fonte rinnovabile eolica. costituito da 9 aerogeneratori. ciascuno di potenza nominale pari a 6.2 MW. per una potenza complessiva di 55.80 MW e da un sistema di accumulo da 15 MW. in località Poggio dell'Oro nel comune di Tuscania (VT) e opere connesse anche nel comune di Tarquinia (VT),Sorgenia Renewables S.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/9945,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/9945/14653,Istruttoria tecnica CTPNRR-PNIEC,14653,2023-08-23,2023-06-22,Viterbo,"Tarquinia, Tuscania",Lazio,Impianti eolici onshore
Progetto di un impianto agrivoltaico denominato Ascoli Satriano 29.9. di potenza 30.042 MW e relative opere di connessione alla RTN da realizzarsi nei comuni di Cerignola (FG). Ascoli Satriano (FG) e Melfi (PZ),Ascoli Satriano Solar Park S.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/9953,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/9953/14667,Istruttoria tecnica CTPNRR-PNIEC,14667,2023-12-27,2023-06-21,Potenza,"Melfi, Ascoli Satriano, Cerignola","Basilicata, Puglia",Fotovoltaici
Progetto di fattibilità tecnico-economica collegamento ferroviario Olbia Aeroporto. CUP: J31B21002470001,RFI S.p.A.,Verifica di Ottemperanza,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/9608,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/9608/14851,Conclusa,14851,,2023-06-21,Sassari,Olbia,Sardegna,Opere ferroviarie
Progetto di un impianto eolico denominato Celso-Pesces. costituito da n. 6 aerogeneratori con potenza unitaria di 6.6 MW. per una potenza complessiva pari a 39.6 MW. da realizzarsi nei comuni di Salemi (TP) e Marsala (TP).,NP SICILIA 2 S.R.L.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/9941,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/9941/14647,Istruttoria tecnica CTPNRR-PNIEC,14647,2023-07-28,2023-06-20,Trapani,"Marsala, Salemi",Sicilia,Impianti eolici onshore
Impianto agrovoltaico Manciano 24.48 nel Comune di Manciano (GR) con potenza di picco nominale pari a 27.550.32 kWp e le relative opere di connessione alla RTN,ARNG SOLAR VI S.R.L.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/9927,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/9927/14620,Istruttoria tecnica CTPNRR-PNIEC,14620,2023-08-18,2023-06-19,Grosseto,Manciano,Toscana,Fotovoltaici
Progetto per la costruzione ed esercizio di un impianto agrivoltaico. per la produzione di energia elettrica da fonte rinnovabile abbinata ad attività zootecnica e ad un impianto di accumulo integrato. sito nel Comune di Ploaghe (SS) per una potenza nominale in A.C. di 51.520 MW. alla tensione rete di 36 kV. e delle relative opere di connessione ricadenti anche nel Comune di Codrongianos (SS).,Atlas Solar 3 s.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/9932,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/9932/14628,Istruttoria tecnica CTPNRR-PNIEC,14628,2023-08-02,2023-06-19,Sassari,"Codrongianos, Ploaghe",Sardegna,Fotovoltaici
Progetto di un impianto agrovoltaico denominato Agrovoltaico Polizzi Generosa. della potenza di 42.94 MW e delle relative opere di connessione alla RTN. da realizzarsi nei comuni di Polizzi Generosa (PA) e Petralia Sottana (PA).,CEP RINNOVABILI 5 S.R.L.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/9940,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/9940/14644,Istruttoria tecnica CTPNRR-PNIEC,14644,2023-10-28,2023-06-19,Palermo,"Petralia Sottana, Polizzi Generosa",Sicilia,Fotovoltaici
Progetto di impianto agrivoltaico elevato denominato Fattoria Solare Tramatza della potenza di picco pari a 55.932 MWp. integrato con sistema di accumulo pari a 12.5 MWP e le relative opere di connessione alla RTN da realizzarsi nei Comuni di Tramatza. Siamaggiore. Solarussa e Zeddiani in Provincia di Oristano,EF AGRI Società Agricola a R. L.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/9929,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/9929/14623,Istruttoria tecnica CTPNRR-PNIEC,14623,2023-07-26,2023-06-19,Oristano,"Siamaggiore, Zeddiani, Solarussa, Tramatza",Sardegna,Fotovoltaici
Progetto agrivoltaico elevato Fattoria Solare Su Barroccu della potenza di picco di 11.272 MWp. integrato con sistema di accumulo di potenza nominale pari a 5 MW e relative opere di connessione alla RTN da realizzarsi nei Comuni di Siamaggiore e Solarussa,EF AGRI Società Agricola a R. L.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/9936,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/9936/14636,Conclusa,14636,2023-08-02,2023-06-19,Oristano,"Siamaggiore, Solarussa",Sardegna,Fotovoltaici
Progetto per la realizzazione di un impianto eolico. costituito da 11 aerogeneratori. di cui nove di potenza unitaria pari a 7.2 MW e due di potenza unitaria di 4.2 MW. per una potenza complessiva d'impianto pari a 73.2 MW. da realizzarsi nel territorio comunale di Foggia (FG). con opere di connessione alla RTN che interessano anche il Comune di Manfredonia (FG) (cod. MYTERNA n. 202001080).,Foggia Incoronata S.r.l. (ex. Santa Rita Energia S.r.l.),Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/9939,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/9939/14641,Istruttoria tecnica CTPNRR-PNIEC,14641,2023-07-26,2023-06-19,Foggia,"Manfredonia, Foggia",Puglia,Impianti eolici onshore
NPP0305 - Quadruplicamento Ciampino-Capannelle - Adeguamento SSE di Ciampino e Nuova SSE di Albano Laziale. Progetto Definitivo della realizzazione della nuova SSE di Albano Laziale.,R.F.I. Rete Ferroviaria Italiana S.p.A.,Valutazione preliminare,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/9950,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/9950/14664,Non necessita di ulteriori valutazioni ambientali,14664,,2023-06-19,Roma,Albano Laziale,Lazio,Opere ferroviarie
Progetto per la realizzazione di un impianto agrivoltaico da ubicare in agro del comune di Venosa (PZ) in località Masseria Romanelli. di potenza nominale pari a 18.69 MW in DC e potenza in immissione pari a 18.5 MW in AC e delle relative opere di connessione alla RTN ricadenti nei comuni di Venosa (PZ) e Montemilone (PZ). Codice pratica MYTERNA n. 202101023.,RB-HYPHEN BASILICATA 6 S.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/9959,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/9959/14677,Istruttoria tecnica CTPNRR-PNIEC,14677,2023-11-11,2023-06-19,Potenza,"Venosa, Montemilone",Basilicata,Fotovoltaici
Permesso di Ricerca Mineraria per Ag. Au. Bi. Cu. Mg. Pb. Sb. Zn FENICE,Società WESTERN METALLICA S.L.,Verifica di Assoggettabilità a VIA,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/9923,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/9923/14616,Conclusa,14616,2023-07-27,2023-06-19,Grosseto,Massa Marittima,Toscana,Attività minerarie
Permesso di Ricerca Mineraria per Ag. Au. Bi. Cu. Mg. Pb. Sb. Zn BRUSCOLINE,Società WESTERN METALLICA S.L.,Verifica di Assoggettabilità a VIA,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/9924,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/9924/14617,Conclusa,14617,2023-07-27,2023-06-09,Grosseto,Massa Marittima,Toscana,Attività minerarie
Progetto di Parco eolico Sud Iglesiente nel Comune di Villamassargia (SU) con potenza massima di immissione pari a 59.15 MW comprensiva di sistema di accumulo elettrochimico integrato (BESS) da 15.75 MW. con opere connesse ricadenti nei Comuni di Siliqua (SU). Musei (SU) e Iglesias (SU),Sorgenia Renewables S.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/9935,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/9935/14635,Istruttoria tecnica CTPNRR-PNIEC,14635,2023-08-10,2023-06-19,Sud Sardegna,"Siliqua, Iglesias, Villamassargia, Musei",Sardegna,Impianti eolici onshore
Progetto per la realizzazione di un impianto eolico. costituito da 20 aerogeneratori di potenza unitaria pari a 6.6 MW. per una potenza complessiva di 132 MW. da realizzarsi nei comuni di Laterza (TA) e Castellaneta (TA). incluse le relative opere di connessione alla RTN (cod. MYTERNA n. 202201625).,Elefantino Wind S.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/9918,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/9918/14611,Istruttoria tecnica CTPNRR-PNIEC,14611,2023-07-26,2023-06-16,Taranto,"Laterza, Castellaneta",Puglia,Impianti eolici onshore
Progetto agrovoltaico con intervento di agricoltura specializzata della potenza nominale in DC di 21.83 MW denominato Pantalla ed opere di connessione nei Comuni di Tuscania (VT) e Arlena di Castro (VT) alla Rete Elettrica Nazionale,Pantalla Solar S.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/9938,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/9938/14639,Istruttoria tecnica CTPNRR-PNIEC,14639,2024-01-20,2023-06-16,Viterbo,"Arlena di Castro, Tuscania",Lazio,Fotovoltaici
Progetto per la realizzazione di un impianto fotovoltaico denominato Green and Blue Su Munzioni della potenza di 39.0312 MWp in località Su Munzioni e relative opere di connessione alla RTN nei Comuni di Portoscuso e Gonnesa (SU),SF Island S.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/9928,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/9928/14621,Istruttoria tecnica CTPNRR-PNIEC,14621,2023-12-26,2023-06-16,Sud Sardegna,"Gonnesa, Portoscuso",Sardegna,Fotovoltaici
Metanodotto Sestino - Minerbio DN 1200 (48). DP 75 bar. Ottimizzazioni di tracciato e opere accessorie.,SNAM RETE GAS S.p.A.,Valutazione preliminare,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/9919,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/9919/14612,Non necessita di ulteriori valutazioni ambientali,14612,,2023-06-16,Arezzo,"Sestino, Sant","Emilia Romagna, Toscana",Metanodotti
Progetto di un Impianto integrato agri-voltaico di potenza nominale 40.30 MWp e delle relative opere di connessione alla RTN. da realizzarsi nei Comuni di Manfredonia e Foggia (FG).,Development 3 S.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/9933,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/9933/14630,Istruttoria tecnica CTPNRR-PNIEC,14630,2023-10-22,2023-06-15,Foggia,"Manfredonia, Foggia",Puglia,Fotovoltaici
Progetto definitivo per la realizzazione di un impianto Fotovoltaico denominato BUFFOLUTO 2 da realizzarsi su aree demaniali militari in località Buffoluto nel territorio comunale di Taranto (TA) per una potenza complessiva di 47.44 MWp con sistema di accumulo da 25/50 MW/MWh nonchè delle opere connesse ed infrastrutture indispensabili alla costruzione e all'esercizio dell'impianto,B72 S.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/9931,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/9931/14626,Istruttoria tecnica CTPNRR-PNIEC,14626,2023-11-19,2023-06-15,Taranto,Taranto,Puglia,Fotovoltaici
Impianto fotovoltaico collegato alla RTN di potenza nominale 45MWp. da realizzarsi nel comune di Manciano (GR),Burano Solar s.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/9916,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/9916/14609,Istruttoria tecnica CTPNRR-PNIEC,14609,2023-09-08,2023-06-15,Grosseto,Manciano,Toscana,Fotovoltaici
Progetto di un impianto agrivoltaico. denominato La Rotonda. della potenza nominale di 29.15 MWp. da realizzarsi nel comune di Troia (FG). e delle relative opere di connessione alla RTN. ricadenti anche nei comuni di Foggia (FG) e di Castelluccio dei Sauri (FG).,SOLAR INVEST 2 S.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/9926,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/9926/14619,Istruttoria tecnica CTPNRR-PNIEC,14619,2023-10-21,2023-06-15,Foggia,"Castelluccio dei Sauri, Foggia, Troia",Puglia,Fotovoltaici
Progetto MXL2/FGPH per l'upgrade energetico-ambientale della turbina a gas della centrale termoelettrica di Voghera,Voghera Energia S.p.A.,Verifica di Ottemperanza,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/7393,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/7393/14837,Conclusa,14837,,2023-06-15,Pavia,Voghera,Lombardia,Centrali
Progetto agrivoltaico elevato Fattoria Solare Siamaggiore 1 della potenza di picco di 34.315 MW integrato con sistema di accumulo di 7.5 MW. e opere di connessione alla RTN da realizzarsi nei Comuni di Siamaggiore e Solarussa in Provincia di Oristano,EF AGRI Società Agricola a R. L.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/9915,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/9915/14607,Istruttoria tecnica CTPNRR-PNIEC,14607,2023-07-26,2023-06-14,Oristano,"Siamaggiore, Solarussa",Sardegna,Fotovoltaici
Varianti in cavo interrato agli elettrodotti 132 kV C.P. Camin - C.P. Conselve e S.E. Camin - C.P. Rovigo P.A..,Terna S.p.A.,Valutazione preliminare,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10122,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10122/14901,Non necessita di ulteriori valutazioni ambientali,14901,,2023-06-14,Padova,"Saonara, Vigonovo, Sant",Veneto,Elettrodotti
Implementazioni infrastrutturali a sostegno del trasporto intermodale nell'area portuale di Ancona,Autorità di Sistema Portuale del Mare Adriatico Centrale,Verifica di Assoggettabilità a VIA,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/9912,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/9912/14603,Istruttoria tecnica CTVIA,14603,2024-04-04,2023-06-14,Ancona,Ancona,Marche,Opere portuali e vie navigabili
Progetto di impianto agrivoltaico GR Guspini dalla potenza di 89.27 MWp e relative opere di connessione alla RTN. da realizzarsi nel Comune di Guspini (SU),Grenergy Rinnovabili 7 S.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/9925,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/9925/14618,Sospeso su richiesta del Proponente,14618,2023-07-28,2023-06-14,Sud Sardegna,Guspini,Sardegna,Fotovoltaici
Progetto per la realizzazione di un impianto eolico composto da 7 aerogeneratori per una potenza complessiva di 50.4 MW collocato nel territorio del Comune di Trinitapoli (BT) in località Chiavicella Grande. con opere di connessione ricadenti nei Comuni di Trinitapoli (BT) e Cerignola (FG).,Q-ENERGY RENEWABLES 2 S.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/9921,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/9921/14614,Istruttoria tecnica CTPNRR-PNIEC,14614,2023-08-16,2023-06-14,Barletta,"Cerignola, Trinitapoli",Puglia,Impianti eolici onshore
Completamento della rete idrica e fognante della Marina di Lizzano (TA),Acquedotto Pugliese S.p.a.,Verifica di Assoggettabilità a VIA,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/9920,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/9920/14613,Istruttoria tecnica CTVIA,14613,2023-07-26,2023-06-13,Taranto,"Lizzano, Taranto",Puglia,Opere idrauliche
Progetto per la realizzazione di un impianto agro-fotovoltaico denominato FV_TULA della potenza complessiva di picco pari a 34.8186 MWp. sito in Località Monte Calligios nel Comune di Tula. prov. di Sassari,Alter Cinque S.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/9905,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/9905/14597,Istruttoria tecnica CTPNRR-PNIEC,14597,2023-07-26,2023-06-13,Sassari,Tula,Sardegna,Fotovoltaici
Progetto di impianto agrivoltaico Li Molimenti della potenza di 60 MW e relative opere di connessione alla RTN da realizzarsi nel Comune di Sassari (SS),OPR SUN 9 S.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/9914,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/9914/14605,Istruttoria tecnica CTPNRR-PNIEC,14605,2023-07-27,2023-06-13,Sassari,Sassari,Sardegna,Fotovoltaici
Progetto di un Parco Eolico Orune costituito da n. 15 aerogeneratori da 6.0 MW con una potenza complessiva pari a 90 MW. nonché la realizzazione di una stazione di trasformazione utente 30/150 kV di Orune e opere di connessione alla RTN nei Comuni di Orune e Nuoro. in Provincia di Nuoro,Orune Wind S.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/9913,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/9913/14604,Istruttoria tecnica CTPNRR-PNIEC,14604,2023-07-26,2023-06-13,Nuoro,"Nuoro, Orune",Sardegna,Impianti eolici onshore
NPP0246 PRG Tuscolana. Progetto di Fattibilità Tecnica ed Economica della Delocalizzazione definitiva delle funzioni della Diagnostica Nazionale RFI e di un fascio di deposito delle Imprese Ferroviarie nonché degli spogliatoi e della zona ricovero della Squadra Ponti.,R.F.I. Rete Ferroviaria Italiana S.p.A.,Valutazione preliminare,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/9952,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/9952/14666,Non necessita di ulteriori valutazioni ambientali,14666,,2023-06-13,Roma,Roma,Lazio,Opere ferroviarie
Progetto ampliamento capacità stoccaggio all'esistente impianto di gas Settala in comune di Settala (MI),STOGIT S.p.A.,Verifica di Ottemperanza,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/552,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/552/14868,Conclusa,14868,,2023-06-13,Milano,Settala,Lombardia,Impianti di stoccaggio
Potenziamento del parco eolico Castelvetrano-Salemi (TP),ERG Wind Sicilia 6 S.r.l.,Verifica di Ottemperanza,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/6865,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/6865/15190,Conclusa,15190,,2023-06-12,Trapani,"Salemi, Santa Ninfa, Vita, Castelvetrano",Sicilia,Impianti eolici onshore
Nuova Diga Foranea del Porto di Genova. Ambito Bacino di Sampierdarena,Autorità di Sistema Portuale del Mar Ligure Occidentale,Valutazione preliminare,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/9900,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/9900/14589,Non necessita di ulteriori valutazioni ambientali,14589,,2023-06-12,Genova,Genova,Liguria,Opere portuali e vie navigabili
Variante tecnico funzionale ex art. 24 - Sostituzione e spostamento pontile frangionde con ricollocazione molo in cassoni in acciaio per riconfigurazione Darsena ormeggio Megayacht all'interno del Porto Turistico Lotti,Porto Lotti s.p.a.,Verifica di Ottemperanza,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/8246,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/8246/14655,Conclusa,14655,,2023-06-12,La Spezia,La Spezia,Liguria,Opere portuali e vie navigabili
