id,regioni,tipologia
2746,Emilia Romagna,Coltivazione idrocarburi
2742,Sardegna,Opere portuali e vie navigabili
2739,Abruzzo,Coltivazione idrocarburi
2727,Lazio,Opere idrauliche
2726,Sicilia,Ricerca idrocarburi
2770,Emilia Romagna,Opere stradali
2771,Emilia Romagna,Opere stradali
2771,Marche,Opere stradali
2772,Marche,Opere stradali
2716,Lombardia,Impianti di smaltimento e recupero rifiuti
2715,Puglia,Centrali
2702,Sicilia,Impianti chimici integrati
2704,Toscana,Elettrodotti
2824,Puglia,Opere stradali
2694,Sicilia,Opere stradali
2686,Sicilia,Coltivazione idrocarburi
2681,Lazio,Aeroporti
2677,Sicilia,Opere stradali
2672,Sicilia,Opere portuali e vie navigabili
2671,Umbria,Elettrodotti
2685,Sicilia,Raffinerie
2669,Sicilia,Metanodotti
2673,Nessuna regione,Ricerca idrocarburi
2663,Sicilia,Opere portuali e vie navigabili
2659,Sicilia,Metanodotti
2651,Piemonte,Centrali
2655,Calabria,Opere portuali e vie navigabili
2656,Calabria,Opere portuali e vie navigabili
2645,Toscana,Impianti di rigassificazione
2649,Veneto,Opere ferroviarie
2647,Umbria,Elettrodotti
2628,Toscana,Impianti geotermici
2620,Puglia,Impianti chimici integrati
2617,Lazio,Impianti di trattamento e stoccaggio temporaneo rifiuti radioattivi
2616,Sicilia,Coltivazione idrocarburi
2674,Sicilia,Opere portuali e vie navigabili
2610,Sicilia,Elettrodotti
2603,Toscana,Opere stradali
2597,Lazio,Opere stradali
2596,Sicilia,Opere ferroviarie
2808,Sicilia,Raffinerie
2584,Molise,Ricerca idrocarburi
2582,Piemonte,Aeroporti
2601,Emilia Romagna,Ricerca idrocarburi
2577,Piemonte,Impianti idroelettrici
2575,Toscana,Elettrodotti
2569,Lombardia,Centrali
2567,Sicilia,Centrali
2568,Piemonte,Impianti idroelettrici
2544,Lazio,Impianti geotermici
2541,Lombardia,Elettrodotti
2538,Campania,Opere portuali e vie navigabili
2573,Campania,Impianti geotermici
2533,Lazio,Opere stradali
2537,Basilicata,Coltivazione idrocarburi
2531,Toscana,Opere portuali e vie navigabili
2535,Toscana,Impianti geotermici
2530,Lazio,Centrali
2526,Sardegna,Opere stradali
2524,Toscana,Impianti geotermici
2515,Emilia Romagna,Coltivazione idrocarburi
2511,Lombardia,Impianti idroelettrici
2509,Veneto,Raffinerie
2501,Campania,Impianti geotermici
2500,Emilia Romagna,Ricerca idrocarburi
2700,Toscana,Impianti di rigassificazione
2803,Calabria,Ricerca idrocarburi
2492,Calabria,Opere stradali
2490,Toscana,Impianti di rigassificazione
2486,Campania,Impianti geotermici
2480,Basilicata,Coltivazione idrocarburi
2479,Emilia Romagna,Impianti chimici integrati
2491,Lombardia,Opere stradali
2466,Marche,Raffinerie
2468,Veneto,Opere portuali e vie navigabili
2457,Friuli Venezia Giulia,Opere portuali e vie navigabili
2469,Sardegna,Impianti di stoccaggio
2428,Molise,Coltivazione idrocarburi
2389,Emilia Romagna,Impianti di stoccaggio
2472,Puglia,Elettrodotti
2378,Campania,Opere stradali
2372,Liguria,Opere portuali e vie navigabili
2354,Sardegna,Prospezione idrocarburi
2346,Veneto,Opere portuali e vie navigabili
2373,Lombardia,Opere ferroviarie
2365,Lazio,Centrali
2439,Friuli Venezia Giulia,Metanodotti
2335,Marche,Ricerca idrocarburi
2793,Lombardia,Opere stradali
2397,Sicilia,Centrali
2348,Emilia Romagna,Ricerca idrocarburi
2332,Piemonte,Ricerca idrocarburi
2360,Friuli Venezia Giulia,Elettrodotti
2329,Toscana,Impianti chimici integrati
2331,Sicilia,Impianti eolici offshore
2327,Toscana,Interporti
2322,Puglia,Centrali
2313,Toscana,Aeroporti
2381,Veneto,Centrali
2304,Toscana,Opere idrauliche
2305,Toscana,Opere stradali
2436,Campania,Opere portuali e vie navigabili
2298,Veneto,Opere portuali e vie navigabili
2299,Basilicata,Prospezione idrocarburi
2299,Puglia,Prospezione idrocarburi
2299,Calabria,Prospezione idrocarburi
2297,Lombardia,Opere stradali
2292,Calabria,Prospezione idrocarburi
2293,Calabria,Prospezione idrocarburi
2294,Puglia,Prospezione idrocarburi
2291,Calabria,Prospezione idrocarburi
2295,Puglia,Prospezione idrocarburi
2323,Sicilia,Opere portuali e vie navigabili
2415,Puglia,Elettrodotti
2415,Campania,Elettrodotti
2333,Lazio,Opere stradali
2259,Veneto,Opere portuali e vie navigabili
2257,Puglia,Impianti chimici integrati
2272,Lombardia,Opere ferroviarie
2242,Sicilia,Prospezione idrocarburi
2248,Lombardia,Opere stradali
2249,Calabria,Opere stradali
2246,Sicilia,Prospezione idrocarburi
2241,Puglia,Elettrodotti
2237,Marche,Elettrodotti
2233,Friuli Venezia Giulia,Impianti di rigassificazione
2234,Molise,Opere stradali
2236,Toscana,Elettrodotti
2232,Abruzzo,Ricerca idrocarburi
2243,Lazio,Elettrodotti
2222,Calabria,Opere ferroviarie
2399,Toscana,Aeroporti
1976,Sicilia,Ricerca idrocarburi
2219,Veneto,Opere stradali
2218,Lombardia,Centrali
2392,Veneto,Impianti di stoccaggio
1993,Campania,Elettrodotti
2238,Calabria,Opere stradali
1982,Puglia,Prospezione idrocarburi
1983,Puglia,Prospezione idrocarburi
1984,Puglia,Prospezione idrocarburi
1985,Puglia,Prospezione idrocarburi
2319,Emilia Romagna,Metanodotti
2319,Lombardia,Metanodotti
1975,Emilia Romagna,Elettrodotti
2409,Sicilia,Centrali
1970,Sardegna,Prospezione idrocarburi
1974,Campania,Centrali
1959,Umbria,Elettrodotti
1959,Marche,Elettrodotti
2403,Liguria,Centrali
2400,Calabria,Elettrodotti
1958,Piemonte,Opere stradali
1956,Puglia,Acciaierie
2369,Sicilia,Opere portuali e vie navigabili
1957,Puglia,Centrali
2284,Campania,Metanodotti
1934,Toscana,Elettrodotti
1940,Sardegna,Centrali
2434,Marche,Centrali
2321,Basilicata,Metanodotti
2321,Puglia,Metanodotti
2343,Lombardia,Metanodotti
1938,Calabria,Opere stradali
1937,Calabria,Coltivazione idrocarburi
1921,Lazio,Opere stradali
1921,Toscana,Opere stradali
1912,Lazio,Opere stradali
2318,Veneto,Centrali
1909,Puglia,Elettrodotti
1905,Molise,Elettrodotti
1928,Toscana,Opere portuali e vie navigabili
2345,Toscana,Opere stradali
1891,Lazio,Impianti idroelettrici
1893,Piemonte,Impianti idroelettrici
1899,Lazio,Opere portuali e vie navigabili
1955,Campania,Opere stradali
1890,Lazio,Impianti idroelettrici
1879,Marche,Coltivazione idrocarburi
1968,Toscana,Impianti di rigassificazione
1922,Liguria,Centrali
1906,Sardegna,Centrali
1904,Sicilia,Opere portuali e vie navigabili
2267,Sicilia,Opere stradali
1871,Basilicata,Impianti di trattamento e stoccaggio temporaneo rifiuti radioattivi
1870,Lombardia,Impianti idroelettrici
1863,Piemonte,Opere stradali
1860,Piemonte,Opere stradali
1868,Puglia,Impianti di stoccaggio
1851,Puglia,Elettrodotti
1858,Sicilia,Opere portuali e vie navigabili
1848,Calabria,Opere stradali
1849,Lombardia,Opere ferroviarie
1853,Lazio,Centrali
1856,Puglia,Centrali
2427,Puglia,Centrali
1939,Nessuna regione,Impianti geotermici
1876,Piemonte,Opere stradali
1831,Piemonte,Opere stradali
1825,Calabria,Ricerca idrocarburi
1821,Liguria,Aeroporti
1822,Piemonte,Opere stradali
1724,Calabria,Opere stradali
1969,Calabria,Centrali
1717,Marche,Coltivazione idrocarburi
1715,Friuli Venezia Giulia,Centrali
1713,Emilia Romagna,Impianti di stoccaggio
1719,Veneto,Opere stradali
1755,Calabria,Aeroporti
1711,Puglia,Impianti eolici offshore
1707,Liguria,Terminali marittimi
1701,Puglia,Elettrodotti
1702,Puglia,Elettrodotti
1703,Calabria,Elettrodotti
2401,Lazio,Opere stradali
1722,Lombardia,Opere stradali
1698,Calabria,Opere stradali
1696,Campania,Opere portuali e vie navigabili
1692,Lazio,Impianti di stoccaggio
1688,Sardegna,Risanamento ambientale
1689,Sicilia,Ricerca idrocarburi
1690,Basilicata,Ricerca idrocarburi
1690,Puglia,Ricerca idrocarburi
1690,Calabria,Ricerca idrocarburi
1683,Sicilia,Ricerca idrocarburi
1694,Calabria,Elettrodotti
1691,Sicilia,Opere portuali e vie navigabili
1675,Sardegna,Centrali
1674,Lombardia,Opere ferroviarie
1835,Campania,Opere stradali
1670,Puglia,Ricerca idrocarburi
1737,Toscana,Opere portuali e vie navigabili
1748,Puglia,Aeroporti
1520,Toscana,Opere stradali
1511,Sicilia,Opere stradali
2430,Emilia Romagna,Centrali
1977,Sicilia,Ricerca idrocarburi
2410,Toscana,Centrali
1783,Piemonte,Opere stradali
1815,Toscana,Impianti di rigassificazione
2275,Puglia,Opere stradali
2447,Puglia,Centrali
2391,Emilia Romagna,Metanodotti
2391,Veneto,Metanodotti
2220,Lazio,Centrali
1780,Sicilia,Raffinerie
1787,Marche,Opere stradali
1500,Lombardia,Metanodotti
1480,Veneto,Centrali
1477,Campania,Opere idrauliche
1475,Basilicata,Ricerca idrocarburi
1475,Calabria,Ricerca idrocarburi
1476,Basilicata,Ricerca idrocarburi
1476,Calabria,Ricerca idrocarburi
1474,Puglia,Terminali marittimi
1472,Campania,Centrali
1473,Calabria,Centrali
1470,Lombardia,Centrali
1772,Emilia Romagna,Impianti di smaltimento e recupero rifiuti
1468,Puglia,Elettrodotti
1468,Molise,Elettrodotti
1468,Abruzzo,Elettrodotti
14909,Toscana,Opere ferroviarie
1463,Marche,Terminali marittimi
1461,Sicilia,Opere portuali e vie navigabili
1457,Puglia,Coltivazione idrocarburi
2367,Puglia,Opere portuali e vie navigabili
1490,Nessuna regione,Prospezione idrocarburi
1767,Emilia Romagna,Impianti di stoccaggio
1421,Veneto,Impianti chimici integrati
1419,Campania,Opere stradali
1790,Sardegna,Centrali
1930,Basilicata,Ricerca idrocarburi
1949,Basilicata,Opere idrauliche
1949,Puglia,Opere idrauliche
2426,Puglia,Impianti di rigassificazione
1464,Veneto,Opere stradali
1465,Veneto,Opere stradali
1416,Veneto,Opere stradali
1298,Piemonte,Impianti idroelettrici
1301,Piemonte,Impianti idroelettrici
1293,Nessuna regione,Impianti di stoccaggio
1281,Toscana,Opere stradali
1272,Sicilia,Opere portuali e vie navigabili
1279,Campania,Metanodotti
1263,Puglia,Opere portuali e vie navigabili
1234,Emilia Romagna,Centrali
1205,Campania,Opere portuali e vie navigabili
1220,Piemonte,Raffinerie
1206,Lombardia,Opere stradali
1261,Piemonte,Centrali
1215,Marche,Opere stradali
1268,Toscana,Opere stradali
1153,Marche,Opere portuali e vie navigabili
1920,Piemonte,Centrali
1134,Piemonte,Elettrodotti
1134,Lombardia,Elettrodotti
1829,Calabria,Metanodotti
1022,Lombardia,Centrali
1078,Marche,Raffinerie
1044,Puglia,Impianti eolici offshore
1077,Piemonte,Impianti idroelettrici
1076,Puglia,Opere portuali e vie navigabili
824,Veneto,Aeroporti
1096,Campania,Opere stradali
811,Toscana,Opere idrauliche
1771,Piemonte,Elettrodotti
1771,Lombardia,Elettrodotti
1782,Friuli Venezia Giulia,Impianti idroelettrici
742,Sicilia,Ricerca idrocarburi
640,Lombardia,Opere stradali
2730,Friuli Venezia Giulia,Impianti di rigassificazione
634,Puglia,Prospezione idrocarburi
632,Piemonte,Aeroporti
878,Lombardia,Impianti idroelettrici
619,Lombardia,Centrali
720,Sicilia,Interporti
1743,Lazio,Opere stradali
758,Lombardia,Opere ferroviarie
612,Sicilia,Ricerca idrocarburi
613,Sicilia,Ricerca idrocarburi
625,Marche,Ricerca idrocarburi
727,Sicilia,Opere portuali e vie navigabili
589,Piemonte,Opere stradali
594,Sardegna,Opere stradali
1820,Lazio,Opere stradali
1820,Toscana,Opere stradali
381,Sicilia,Raffinerie
582,Sicilia,Opere portuali e vie navigabili
1041,Sardegna,Opere portuali e vie navigabili
580,Puglia,Opere stradali
60,Lazio,Opere stradali
377,Toscana,Opere stradali
585,Sicilia,Opere portuali e vie navigabili
584,Sicilia,Opere portuali e vie navigabili
519,Lombardia,Impianti di stoccaggio
1776,Campania,Centrali
581,Emilia Romagna,Impianti di smaltimento e recupero rifiuti
3,Sicilia,Ponte sullo stretto di Messina
3,Calabria,Ponte sullo stretto di Messina
520,Emilia Romagna,Opere idrauliche
507,Abruzzo,Centrali
496,Puglia,Prospezione idrocarburi
496,Emilia Romagna,Prospezione idrocarburi
496,Molise,Prospezione idrocarburi
496,Marche,Prospezione idrocarburi
496,Abruzzo,Prospezione idrocarburi
559,Lombardia,Centrali
388,Sicilia,Opere stradali
509,Puglia,Ricerca idrocarburi
510,Puglia,Ricerca idrocarburi
494,Sicilia,Opere portuali e vie navigabili
561,Marche,Coltivazione idrocarburi
757,Calabria,Opere stradali
225,Lombardia,Centrali
492,Calabria,Centrali
488,Sicilia,Ricerca idrocarburi
486,Abruzzo,Impianti di stoccaggio
703,Basilicata,Opere stradali
703,Calabria,Opere stradali
392,Emilia Romagna,Opere stradali
493,Sicilia,Opere portuali e vie navigabili
459,Sardegna,Opere portuali e vie navigabili
517,Campania,Impianti idroelettrici
489,Piemonte,Aeroporti
489,Lombardia,Aeroporti
368,Toscana,Opere stradali
525,Lombardia,Impianti di stoccaggio
588,Lombardia,Impianti di stoccaggio
482,Lazio,Elettrodotti
590,Puglia,Opere stradali
477,Puglia,Centrali
449,Puglia,Ricerca idrocarburi
449,Molise,Ricerca idrocarburi
539,Veneto,Centrali
601,Calabria,Centrali
474,Piemonte,Opere ferroviarie
475,Calabria,Opere ferroviarie
512,Marche,Impianti di stoccaggio
472,Lazio,Raffinerie
540,Veneto,Terminali marittimi
322,Lombardia,Raffinerie
526,Lazio,Impianti idroelettrici
532,Lazio,Impianti idroelettrici
533,Lazio,Impianti idroelettrici
534,Lazio,Impianti idroelettrici
524,Sicilia,Ricerca idrocarburi
175,Sicilia,Opere idrauliche
448,Veneto,Aeroporti
447,Lazio,Opere stradali
447,Molise,Opere stradali
447,Campania,Opere stradali
473,Abruzzo,Ricerca idrocarburi
470,Campania,Opere stradali
457,Emilia Romagna,Impianti chimici integrati
586,Sicilia,Opere portuali e vie navigabili
469,Sicilia,Opere portuali e vie navigabili
438,Sardegna,Opere portuali e vie navigabili
430,Friuli Venezia Giulia,Opere ferroviarie
430,Veneto,Opere ferroviarie
441,Lombardia,Impianti di stoccaggio
431,Veneto,Opere ferroviarie
432,Veneto,Opere ferroviarie
433,Friuli Venezia Giulia,Opere ferroviarie
442,Toscana,Risanamento ambientale
543,Sicilia,Opere portuali e vie navigabili
434,Sicilia,Metanodotti
466,Sicilia,Opere portuali e vie navigabili
456,Sardegna,Opere portuali e vie navigabili
437,Puglia,Opere portuali e vie navigabili
460,Puglia,Centrali
462,Puglia,Opere portuali e vie navigabili
536,Toscana,Risanamento ambientale
577,Calabria,Centrali
184,Sicilia,Metanodotti
591,Sardegna,Aeroporti
465,Puglia,Ricerca idrocarburi
463,Puglia,Ricerca idrocarburi
468,Puglia,Ricerca idrocarburi
484,Puglia,Ricerca idrocarburi
485,Puglia,Ricerca idrocarburi
522,Puglia,Ricerca idrocarburi
523,Puglia,Ricerca idrocarburi
597,Sardegna,Coltivazione idrocarburi
605,Sardegna,Ricerca idrocarburi
425,Piemonte,Opere stradali
440,Sardegna,Impianti chimici integrati
1706,Sicilia,Interporti
404,Piemonte,Opere ferroviarie
412,Marche,Terminali marittimi
647,Sicilia,Opere portuali e vie navigabili
407,Emilia Romagna,Opere stradali
410,Piemonte,Opere ferroviarie
410,Valle d,Opere ferroviarie
429,Veneto,Opere stradali
406,Campania,Elettrodotti
168,Friuli Venezia Giulia,Impianti di smaltimento e recupero rifiuti
414,Friuli Venezia Giulia,Impianti idroelettrici
455,Basilicata,Elettrodotti
455,Calabria,Elettrodotti
367,Toscana,Aeroporti
372,Toscana,Centrali
343,Toscana,Elettrodotti
340,Sicilia,Coltivazione idrocarburi
595,Sicilia,Ricerca idrocarburi
596,Sicilia,Ricerca idrocarburi
339,Sicilia,Metanodotti
339,Calabria,Metanodotti
396,Sicilia,Ricerca idrocarburi
397,Sicilia,Ricerca idrocarburi
1731,Lazio,Opere stradali
379,Sicilia,Opere portuali e vie navigabili
358,Piemonte,Impianti idroelettrici
386,Marche,Ricerca idrocarburi
361,Piemonte,Opere stradali
393,Basilicata,Opere ferroviarie
350,Puglia,Centrali
383,Sicilia,Ricerca idrocarburi
384,Sicilia,Ricerca idrocarburi
335,Emilia Romagna,Opere stradali
400,Sardegna,Opere portuali e vie navigabili
803,Umbria,Opere stradali
803,Marche,Opere stradali
546,Trentino Alto Adige,Opere ferroviarie
395,Marche,Opere portuali e vie navigabili
403,Veneto,Opere stradali
646,Piemonte,Opere stradali
571,Abruzzo,Centrali
359,Abruzzo,Ricerca idrocarburi
352,Abruzzo,Coltivazione idrocarburi
1907,Sicilia,Ricerca idrocarburi
370,Veneto,Opere stradali
593,Marche,Raffinerie
320,Liguria,Elettrodotti
665,Marche,Centrali
371,Sicilia,Opere portuali e vie navigabili
357,Abruzzo,Ricerca idrocarburi
355,Piemonte,Opere stradali
1736,Piemonte,Opere stradali
296,Emilia Romagna,Prospezione idrocarburi
645,Veneto,Opere stradali
1741,Lombardia,Opere ferroviarie
398,Emilia Romagna,Opere idrauliche
1126,Nessuna regione,Impianti eolici offshore
295,Puglia,Ricerca idrocarburi
351,Lazio,Opere ferroviarie
390,Veneto,Opere stradali
641,Puglia,Opere stradali
326,Campania,Opere stradali
644,Puglia,Interporti
767,Piemonte,Opere stradali
298,Toscana,Metanodotti
718,Lazio,Opere stradali
718,Emilia Romagna,Opere stradali
718,Umbria,Opere stradali
718,Marche,Opere stradali
718,Toscana,Opere stradali
718,Veneto,Opere stradali
305,Emilia Romagna,Coltivazione idrocarburi
639,Sardegna,Opere portuali e vie navigabili
348,Friuli Venezia Giulia,Centrali
760,Sardegna,Opere portuali e vie navigabili
347,Sicilia,Impianti eolici offshore
363,Friuli Venezia Giulia,Metanodotti
363,Veneto,Metanodotti
373,Sicilia,Raffinerie
606,Puglia,Ricerca idrocarburi
606,Molise,Ricerca idrocarburi
608,Molise,Ricerca idrocarburi
608,Abruzzo,Ricerca idrocarburi
481,Abruzzo,Ricerca idrocarburi
445,Veneto,Opere stradali
1484,Campania,Opere stradali
759,Sardegna,Opere portuali e vie navigabili
788,Lombardia,Opere stradali
766,Piemonte,Opere stradali
806,Piemonte,Opere stradali
314,Veneto,Opere stradali
2938,Lombardia,Opere stradali
562,Molise,Coltivazione idrocarburi
562,Abruzzo,Coltivazione idrocarburi
312,Toscana,Opere portuali e vie navigabili
310,Lombardia,Metanodotti
310,Veneto,Metanodotti
603,Piemonte,Impianti idroelettrici
1961,Puglia,Aeroporti
816,Piemonte,Opere stradali
480,Lombardia,Impianti di stoccaggio
817,Sicilia,Opere portuali e vie navigabili
610,Marche,Impianti di rigassificazione
804,Sicilia,Opere portuali e vie navigabili
790,Veneto,Centrali
334,Sardegna,Metanodotti
334,Toscana,Metanodotti
1963,Sicilia,Aeroporti
1964,Sicilia,Aeroporti
812,Emilia Romagna,Centrali
505,Lombardia,Opere stradali
291,Sicilia,Metanodotti
291,Campania,Metanodotti
288,Marche,Terminali marittimi
289,Sicilia,Metanodotti
285,Friuli Venezia Giulia,Metanodotti
828,Veneto,Centrali
818,Piemonte,Raffinerie
294,Veneto,Centrali
823,Lazio,Interporti
664,Lazio,Impianti di stoccaggio
1753,Nessuna regione,Metanodotti
1273,Veneto,Opere stradali
503,Calabria,Elettrodotti
1251,Campania,Opere stradali
283,Emilia Romagna,Impianti chimici integrati
284,Lombardia,Elettrodotti
279,Puglia,Impianti eolici offshore
279,Molise,Impianti eolici offshore
263,Calabria,Opere stradali
261,Emilia Romagna,Ricerca idrocarburi
278,Lombardia,Raffinerie
819,Liguria,Raffinerie
259,Lazio,Opere stradali
276,Puglia,Impianti eolici offshore
277,Puglia,Impianti eolici offshore
258,Sardegna,Opere portuali e vie navigabili
243,Veneto,Opere stradali
255,Sardegna,Prospezione idrocarburi
256,Sardegna,Prospezione idrocarburi
253,Abruzzo,Ricerca idrocarburi
260,Emilia Romagna,Metanodotti
260,Veneto,Metanodotti
839,Sicilia,Opere portuali e vie navigabili
254,Friuli Venezia Giulia,Interporti
232,Emilia Romagna,Coltivazione idrocarburi
264,Umbria,Opere idrauliche
264,Marche,Opere idrauliche
229,Lombardia,Raffinerie
274,Emilia Romagna,Impianti idroelettrici
233,Veneto,Raffinerie
221,Molise,Ricerca idrocarburi
239,Toscana,Ricerca idrocarburi
240,Sicilia,Ricerca idrocarburi
241,Sicilia,Ricerca idrocarburi
1275,Lazio,Opere stradali
226,Emilia Romagna,Ricerca idrocarburi
238,Sardegna,Ricerca idrocarburi
262,Piemonte,Impianti di smaltimento e recupero rifiuti
843,Veneto,Terminali marittimi
237,Calabria,Ricerca idrocarburi
268,Campania,Interporti
143,Lombardia,Centrali
145,Basilicata,Impianti di stoccaggio
178,Lombardia,Raffinerie
809,Toscana,Impianti idroelettrici
838,Emilia Romagna,Opere ferroviarie
838,Toscana,Opere ferroviarie
141,Liguria,Impianti di rigassificazione
139,Veneto,Centrali
842,Sicilia,Opere portuali e vie navigabili
847,Sicilia,Opere portuali e vie navigabili
853,Sicilia,Ricerca idrocarburi
854,Sicilia,Ricerca idrocarburi
133,Friuli Venezia Giulia,Centrali
275,Sicilia,Ricerca idrocarburi
831,Emilia Romagna,Opere ferroviarie
831,Toscana,Opere ferroviarie
286,Sicilia,Ricerca idrocarburi
132,Toscana,Opere portuali e vie navigabili
131,Lazio,Opere stradali
150,Lombardia,Raffinerie
146,Puglia,Centrali
147,Puglia,Raffinerie
877,Veneto,Impianti chimici integrati
152,Lombardia,Opere idrauliche
151,Campania,Centrali
129,Veneto,Terminali marittimi
895,Sicilia,Opere portuali e vie navigabili
158,Sicilia,Metanodotti
875,Abruzzo,Impianti chimici integrati
217,Lazio,Raffinerie
154,Molise,Impianti di stoccaggio
156,Toscana,Opere ferroviarie
236,Puglia,Metanodotti
857,Abruzzo,Ricerca idrocarburi
872,Sicilia,Opere portuali e vie navigabili
159,Emilia Romagna,Opere stradali
751,Lombardia,Impianti di smaltimento e recupero rifiuti
165,Basilicata,Centrali
163,Sicilia,Impianti di rigassificazione
861,Abruzzo,Centrali
399,Emilia Romagna,Impianti di stoccaggio
844,Veneto,Impianti di smaltimento e recupero rifiuti
662,Basilicata,Impianti di smaltimento e recupero rifiuti
161,Molise,Impianti eolici offshore
1467,Lombardia,Opere stradali
869,Puglia,Raffinerie
171,Marche,Centrali
169,Lombardia,Impianti di smaltimento e recupero rifiuti
911,Nessuna regione,Ricerca idrocarburi
913,Nessuna regione,Ricerca idrocarburi
915,Nessuna regione,Ricerca idrocarburi
918,Nessuna regione,Ricerca idrocarburi
889,Calabria,Centrali
164,Friuli Venezia Giulia,Opere portuali e vie navigabili
865,Veneto,Centrali
868,Lazio,Terminali marittimi
180,Sicilia,Raffinerie
55,Emilia Romagna,Opere stradali
870,Lombardia,Opere stradali
174,Lombardia,Impianti di smaltimento e recupero rifiuti
845,Emilia Romagna,Centrali
33,Puglia,Opere stradali
883,Lombardia,Raffinerie
110,Lazio,Opere stradali
110,Emilia Romagna,Opere stradali
110,Umbria,Opere stradali
110,Toscana,Opere stradali
110,Veneto,Opere stradali
902,Piemonte,Centrali
177,Lombardia,Centrali
931,Emilia Romagna,Opere ferroviarie
931,Toscana,Opere ferroviarie
111,Calabria,Opere stradali
292,Campania,Opere stradali
179,Sicilia,Opere stradali
2250,Sicilia,Opere idrauliche
866,Toscana,Impianti di smaltimento e recupero rifiuti
926,Nessuna regione,Ricerca idrocarburi
176,Friuli Venezia Giulia,Impianti di rigassificazione
166,Lazio,Opere stradali
172,Puglia,Impianti di rigassificazione
948,Sardegna,Opere portuali e vie navigabili
863,Sicilia,Opere portuali e vie navigabili
907,Sicilia,Opere portuali e vie navigabili
206,Lombardia,Impianti di smaltimento e recupero rifiuti
881,Sicilia,Aeroporti
908,Lazio,Impianti chimici integrati
882,Emilia Romagna,Centrali
205,Lazio,Opere portuali e vie navigabili
917,Puglia,Raffinerie
789,Sardegna,Opere idrauliche
846,Marche,Opere ferroviarie
937,Toscana,Opere portuali e vie navigabili
858,Friuli Venezia Giulia,Centrali
935,Trentino Alto Adige,Elettrodotti
181,Calabria,Impianti di rigassificazione
1966,Puglia,Aeroporti
840,Friuli Venezia Giulia,Centrali
900,Friuli Venezia Giulia,Opere portuali e vie navigabili
936,Sardegna,Opere portuali e vie navigabili
933,Puglia,Centrali
871,Lombardia,Impianti di stoccaggio
919,Campania,Centrali
953,Emilia Romagna,Centrali
876,Piemonte,Impianti chimici integrati
128,Toscana,Opere stradali
502,Lazio,Impianti di smaltimento e recupero rifiuti
930,Veneto,Impianti di smaltimento e recupero rifiuti
864,Sicilia,Aeroporti
190,Sicilia,Impianti di rigassificazione
954,Nessuna regione,Coltivazione idrocarburi
750,Lombardia,Opere stradali
479,Abruzzo,Centrali
914,Puglia,Impianti di smaltimento e recupero rifiuti
922,Friuli Venezia Giulia,Centrali
189,Puglia,Centrali
905,Marche,Opere stradali
106,Toscana,Opere stradali
909,Sicilia,Centrali
885,Marche,Opere stradali
885,Toscana,Opere stradali
104,Marche,Opere stradali
916,Marche,Opere stradali
898,Lombardia,Opere stradali
892,Lazio,Opere stradali
203,Calabria,Aeroporti
660,Calabria,Centrali
891,Lombardia,Impianti di smaltimento e recupero rifiuti
962,Toscana,Impianti chimici integrati
973,Nessuna regione,Ricerca idrocarburi
829,Sicilia,Opere portuali e vie navigabili
956,Nessuna regione,Ricerca idrocarburi
974,Lombardia,Opere stradali
667,Sicilia,Opere portuali e vie navigabili
208,Lazio,Impianti di smaltimento e recupero rifiuti
1043,Toscana,Centrali
959,Piemonte,Aeroporti
981,Toscana,Impianti di smaltimento e recupero rifiuti
191,Abruzzo,Impianti di smaltimento e recupero rifiuti
943,Sardegna,Centrali
1004,Campania,Centrali
989,Calabria,Centrali
966,Puglia,Centrali
763,Friuli Venezia Giulia,Impianti di smaltimento e recupero rifiuti
999,Campania,Centrali
983,Piemonte,Opere ferroviarie
991,Campania,Opere ferroviarie
134,Lazio,Opere stradali
1003,Liguria,Centrali
1005,Puglia,Centrali
1015,Veneto,Centrali
1019,Sardegna,Centrali
99,Sicilia,Opere stradali
100,Campania,Opere stradali
101,Basilicata,Opere stradali
101,Puglia,Opere stradali
992,Lombardia,Impianti di smaltimento e recupero rifiuti
1001,Sicilia,Opere portuali e vie navigabili
95,Basilicata,Elettrodotti
834,Piemonte,Centrali
996,Sicilia,Raffinerie
1018,Emilia Romagna,Opere ferroviarie
1033,Abruzzo,Opere portuali e vie navigabili
1002,Lazio,Opere portuali e vie navigabili
193,Puglia,Metanodotti
193,Molise,Metanodotti
193,Campania,Metanodotti
969,Veneto,Impianti chimici integrati
971,Sicilia,Opere portuali e vie navigabili
1035,Puglia,Centrali
1027,Sicilia,Centrali
1037,Nessuna regione,Ricerca idrocarburi
1039,Nessuna regione,Ricerca idrocarburi
1030,Nessuna regione,Ricerca idrocarburi
852,Emilia Romagna,Impianti idroelettrici
209,Toscana,Opere portuali e vie navigabili
932,Nessuna regione,Ricerca idrocarburi
990,Abruzzo,Opere stradali
267,Campania,Interporti
1024,Lombardia,Centrali
1017,Emilia Romagna,Opere ferroviarie
893,Veneto,Centrali
93,Lazio,Opere stradali
93,Molise,Opere stradali
93,Campania,Opere stradali
940,Liguria,Centrali
1028,Liguria,Centrali
1032,Sicilia,Centrali
650,Molise,Centrali
650,Campania,Centrali
925,Toscana,Opere portuali e vie navigabili
679,Toscana,Opere stradali
1029,Campania,Centrali
1051,Sicilia,Opere portuali e vie navigabili
968,Friuli Venezia Giulia,Centrali
764,Sardegna,Opere idrauliche
994,Calabria,Centrali
